datetime,city,state,country,shape,duration_seconds,comments,date_posted,latitude,longitude,date,time,duration_minutes,duration_hours,state_new,new_state
27/03/2006 22:30,sydney (australia),unknown,au,light,3,Two faded&#44 glowing lights buzzing about frantically at exceptional speed above the Sydney Opera House,15/05/2006,-33.861481,151.205475,27/03/2006,22:30:00,0.05,0.000833333,250,New South Wales
27/03/2014 20:45,melbourne (australia),unknown,au,triangle,180,Set in the northern sky was a precise grouping of arrow shaped star like lights with a tail that fanned out at the end of the shaft.,4/04/2014,-37.813938,144.963425,27/03/2014,20:45:00,3,0.05,251,Victoria
30/03/2006 1:00,perth (australia),unknown,au,oval,300,Large orange object possibly 50+ Metres across,31/10/2008,-31.95224,115.861397,30/03/2006,1:00:00,5,0.083333333,252,Western Australia
30/03/2008 6:01,sydney (australia),unknown,au,egg,300,Taken of Warriewood Beach Sydney whilst taking photos of a sunrise,13/04/2010,-33.861481,151.205475,30/03/2008,6:01:00,5,0.083333333,253,New South Wales
31/03/2007 18:30,sydney (australia),unknown,au,fireball,10,Before dark yesterday a huge bright golden light was seen&#44 before it exploded and shot off on a right hand downward trajectory.,27/04/2007,-33.861481,151.205475,31/03/2007,18:30:00,0.166666667,0.002777778,254,New South Wales
3/03/2006 3:00,canberra (australia),unknown,au,diamond,900,Star like object that changed colours and seemed to have a beaming light underneath,15/05/2006,-35.27603,149.13435,3/03/2006,3:00:00,15,0.25,255,Australian Capital Territory
4/03/2005 20:25,canberra (australia),unknown,au,circle,480,Object stops still in the sky&#44 changes trajectory and flies back in the opposite direction only to disappear.,11/05/2005,-35.27603,149.13435,4/03/2005,20:25:00,8,0.133333333,256,Australian Capital Territory
4/03/2005 22:00,sydney (west) (nsw&#44 australia),unknown,au,flash,2,bright orange moving flash???,11/05/2005,-33.861481,151.205475,4/03/2005,22:00:00,0.033333333,0.000555556,257,New South Wales
5/03/2004 22:30,gold coast (australia),unknown,au,light,3,It was a very stormy night with alot of rain.  It was one of the worst storms seem in the Gold Coast Queensland Australia in a long tim,15/05/2006,-28.00029,153.430878,5/03/2004,22:30:00,0.05,0.000833333,258,Queensland
5/03/2005 20:00,gold coast (qld&#44 australia),unknown,au,light,300,Moving very slow and then very fast&#44 traveling around planets and then speeding up.,11/05/2005,-28.00029,153.430878,5/03/2005,20:00:00,5,0.083333333,259,Queensland
6/03/1975 2:00,melbourne (vic&#44 australia),unknown,au,diamond,1800,The object my cousin and i saw was hexaganal in shape&#44orange in colour&#44hovering low and  at a slow velocity. It appeared to be about a,20/12/2000,-37.813938,144.963425,6/03/1975,2:00:00,30,0.5,260,Victoria
6/03/1999 17:30,adelaide (aldinga beach) (south australia),unknown,au,cigar,0,This photo was taken by a friend and the object was not seen when the photo was taken but I noticed it when the film was developed.....,26/04/1999,-34.928661,138.598633,6/03/1999,17:30:00,0,0,261,South Australia
6/03/2000 22:00,forbes (32km outside of) (nsw&#44 australia),unknown,au,triangle,180,A flash of light appeared in the sky as if it had  sped from a distant place&#44 before I could get closer it had disappeared but it left,5/08/2001,-33.384361,148.007599,6/03/2000,22:00:00,3,0.05,262,New South Wales
6/03/2002 2:40,sydney (nsw&#44 australia),unknown,au,light,300,blue lights making sounds like beez,24/05/2005,-33.861481,151.205475,6/03/2002,2:40:00,5,0.083333333,263,New South Wales
7/03/2005 19:30,goulburn (australia),unknown,au,oval,600,Vertical oval-shaped object seen in skies over Goulburn&#44 Australia&#44 disappeared in orange sparks&#44 before becoming a star.,11/05/2005,-34.751549,149.720856,7/03/2005,19:30:00,10,0.166666667,264,New South Wales
7/03/2007 22:20,glenden (australia),unknown,au,unknown,600,Bright lights in the night sky for 10-15mins,8/03/2007,-21.354429,148.114944,7/03/2007,22:20:00,10,0.166666667,265,Queensland
7/03/2013 20:25,sydney (australia),unknown,au,light,10,Brightest star traveling in the sky before turning red and blinks out.,15/05/2013,-33.861481,151.205475,7/03/2013,20:25:00,0.166666667,0.002777778,266,New South Wales
7/03/2013 20:30,belmont (australia),unknown,au,light,180,Bright light.  Seen for 2-3 min left at high speed.  ((NUFORC Note:  Possible sighting of the ISS&#44 we wonder..  PD)),12/04/2013,-38.166667,144.35,7/03/2013,20:30:00,3,0.05,267,Victoria
8/03/2005 23:30,brisbane (bay area) (qld&#44 australia),unknown,au,light,600,2 Organe lights&#44 Southern and Eastern horzions.,2/09/2005,-27.47101,153.024292,8/03/2005,23:30:00,10,0.166666667,268,Queensland
8/03/2006 0:05,caloundra (australia),unknown,au,circle,900,Flashing beams in the night. I&#39m scared now.,30/10/2006,-26.797091,153.137711,8/03/2006,0:05:00,15,0.25,269,Queensland
8/03/2014 20:50,lennox head (australia),unknown,au,light,60,Orange light/UFO with red spike moving silently,18/03/2014,-28.79311,153.593918,8/03/2014,20:50:00,1,0.016666667,270,New South Wales
10/05/2008 0:00,ipswich (australia),unknown,au,other,9,white shining object in hanging in are,12/06/2008,-27.616667,152.766667,10/05/2008,0:00:00,0.15,0.0025,271,Queensland
11/04/1999 2:30,launceston (tas&#44 australia),unknown,au,cross,0,Object seemed to move at speed and then stop. It was radating a yellow/gold colour.,26/04/1999,-41.438759,147.134674,11/04/1999,2:30:00,0,0,272,Tasmania
1/04/1986 2:00,blacktown (suburb) (australia),unknown,au,triangle,4,STRANGE TRIANGLE WITH LIGHT TRAVELLING AT FAST SPEED LOW ALTITUDE AND NO SOUND,16/12/2005,-33.766667,150.916667,1/04/1986,2:00:00,0.066666667,0.001111111,273,New South Wales
1/04/2005 21:45,townsville (australia),unknown,au,light,300,UFO over townsville Australia,16/04/2005,-19.26639,146.805695,1/04/2005,21:45:00,5,0.083333333,274,Queensland
1/04/2007 11:11,adelaide  (south australia),unknown,au,disk,0,Strange red object in the sun while filming an aircraft,27/04/2007,-34.928661,138.598633,1/04/2007,11:11:00,0,0,275,South Australia
1/04/2008 20:18,sydney (australia),unknown,au,triangle,20,Triangular formation of lights moving reasonably low to the ground.,17/04/2008,-33.861481,151.205475,1/04/2008,20:18:00,0.333333333,0.005555556,276,New South Wales
12/04/2013 11:10,newcastle (australia),unknown,au,formation,600,8 points of light like &amp;quot;stars&amp;quot;. Top four &amp;quot;stars&amp;quot; changing formation from square shape to a triangle shape.,15/05/2013,-32.927792,151.784485,12/04/2013,11:10:00,10,0.166666667,277,New South Wales
14/04/2002 20:40,tweed heads (australia),unknown,au,other,300,squar ufo  very brite head light  no noise,27/05/2003,-28.17561,153.542007,14/04/2002,20:40:00,5,0.083333333,278,New South Wales
14/04/2007 0:30,perth (australia),unknown,au,triangle,1200,Triangle Sighting in backyard around 12:30 am.  Longer time  than expected watching object.,27/04/2007,-31.95224,115.861397,14/04/2007,0:30:00,20,0.333333333,279,Western Australia
15/04/1983 21:00,brisbane (qld&#44 australia),unknown,au,changing,37800,A brilliant blue-white light performs amazing acrobatics for an hour and a half over the city of Brisbane.,16/08/2002,-27.47101,153.024292,15/04/1983,21:00:00,630,10.5,280,Queensland
15/04/1987 5:00,perth (australia),unknown,au,sphere,5,On a warm fresh morning in the summer of 87 i saw it suspended off the ground approx 1000yrds from me next to a main digital communicat,30/10/2006,-31.95224,115.861397,15/04/1987,5:00:00,0.083333333,0.001388889,281,Western Australia
15/04/1996 21:30,perth (australia),unknown,au,triangle,600,Triangular object with smaller objects joining with it. 3 witnesses.,15/05/2006,-31.95224,115.861397,15/04/1996,21:30:00,10,0.166666667,282,Western Australia
15/04/2001 19:45,melbourne (vic&#44 australia),unknown,au,fireball,240,fast moving orange luminus balls of light,28/04/2001,-37.813938,144.963425,15/04/2001,19:45:00,4,0.066666667,283,Victoria
15/04/2010 19:30,sydney (australia),unknown,au,light,3,2 star-like lights moving in tandem across the night sky,12/05/2010,-33.861481,151.205475,15/04/2010,19:30:00,0.05,0.000833333,284,New South Wales
16/04/2005 16:30,adelaide  (south australia),unknown,au,unknown,600,At first it looked like two baloons spinning around each other I couldn&#39t tell just what it was so I ran to get my camera so I could st,20/06/2005,-34.928661,138.598633,16/04/2005,16:30:00,10,0.166666667,285,South Australia
16/04/2006 20:00,perth (australia),unknown,au,triangle,7,Anomalous image photographed over Perth city Western Australia invites questions.,15/05/2006,-31.95224,115.861397,16/04/2006,20:00:00,0.116666667,0.001944444,286,Western Australia
16/04/2013 3:00,logan (western australia),unknown,au,light,15,((HOAX??))  Pulsing Blue Ball of Electricity Making A Loud Siren Noise Vibrating my Body.,27/02/2014,-36.616667,143.466667,16/04/2013,3:00:00,0.25,0.004166667,287,Victoria
17/04/1999 20:00,cessnock (australia),unknown,au,oval,3600,There were about 6or7 flying at a distance&#44 Oval &amp; dark in shape with pipe work on outside.,27/04/2007,-32.832111,151.356232,17/04/1999,20:00:00,60,1,288,New South Wales
17/04/2013 20:53,mandurah (australia),unknown,au,disk,1200,Green glowing UFO with blue spot light,30/09/2013,-32.526901,115.721703,17/04/2013,20:53:00,20,0.333333333,289,Western Australia
18/04/2004 12:34,sydney (nsw&#44 australia),unknown,au,light,86400,It was a bright object in the air&#44 like a star&#44 i was in the car staring at it before buildings got in the way&#44  after it was gone&#33,27/04/2004,-33.861481,151.205475,18/04/2004,12:34:00,1440,24,290,New South Wales
18/04/2007 18:00,brisbane (australia),unknown,au,circle,30,A UFO seen in the sky.,8/10/2007,-27.47101,153.024292,18/04/2007,18:00:00,0.5,0.008333333,291,Queensland
20/04/1982 20:00,brisbane (qld&#44 australia),unknown,au,light,300,HBCCUFO CANADIAN REPORT:  Object breaks into parts followed by military helicopters.,17/03/2004,-27.47101,153.024292,20/04/1982,20:00:00,5,0.083333333,292,Queensland
20/04/2000 21:00,melbourne (vic&#44 australia),unknown,au,light,300,A drifting flashing glow of orange&#44 which went from dim to bright simultaneously - floated across the sky and dissappeared,26/04/2000,-37.813938,144.963425,20/04/2000,21:00:00,5,0.083333333,293,Victoria
20/04/2005 6:30,adelaide  (south australia),unknown,au,disk,300,I saw a disc object with a green glow underneath&#44 I then saw a flash of green light and passed out for 2 hours,20/06/2005,-34.928661,138.598633,20/04/2005,6:30:00,5,0.083333333,294,South Australia
20/04/2012 20:30,maffra (australia),unknown,au,disk,300,Large bright orange light,15/05/2013,-37.971321,146.983658,20/04/2012,20:30:00,5,0.083333333,295,Victoria
21/04/1999 21:45,margaret river (western australia),unknown,au,fireball,240,Saw a fireball in distance&#44 it approached slowly at about 200m above our house. It then passed directly overhead and dissappeared in th,24/05/1999,-33.953602,115.073914,21/04/1999,21:45:00,4,0.066666667,296,Western Australia
2/04/2003 16:30,brisbane (qld&#44 australia),unknown,au,cylinder,300,I&#39ve seen the 4 to 6 ft cyinder in Australia,7/10/2003,-27.47101,153.024292,2/04/2003,16:30:00,5,0.083333333,297,Queensland
2/04/2003 16:30,sydney (nsw&#44 australia),unknown,au,rectangle,990,the object was in a rectangular form and was hovering in the air for about 5 minutes then all of a sudden dissapeared,27/04/2003,-33.861481,151.205475,2/04/2003,16:30:00,16.5,0.275,298,New South Wales
22/04/1992 2:00,canberra (australia),unknown,au,cone,120,cone shaped craft hovering in mid-air in Canberra&#44 Australia,30/10/2006,-35.27603,149.13435,22/04/1992,2:00:00,2,0.033333333,299,Australian Capital Territory
23/04/2003 1:34,sydney (nsw&#44 australia),unknown,au,light,21.45,A wierd satelite or a UFO...,2/05/2003,-33.861481,151.205475,23/04/2003,1:34:00,0.3575,0.005958333,300,New South Wales
23/04/2010 23:15,wollongong (australia),unknown,au,oval,0,spotted ufo of two balls of blue light travelling together with three red lights zipping around them.,12/05/2010,-34.424,150.893448,23/04/2010,23:15:00,0,0,301,New South Wales
23/04/2014 23:00,forster (australia),unknown,au,circle,7200,Several orange lights stationary when illuminated but silently and continuously changing position we were positioned on a rocky headlan,24/04/2014,-34.75,139.55,23/04/2014,23:00:00,120,2,302,South Australia
25/04/2004 20:30,adelaide  (south australia),unknown,au,circle,180,1 cluster of white lights surrounded by 2 larger circles of lights&#44 all flashing and rotating it was the base of something very large,30/04/2004,-34.928661,138.598633,25/04/2004,20:30:00,3,0.05,303,South Australia
25/04/2007 1:00,perth (australia),unknown,au,light,4,I saw a white-light ufo above my house.,27/04/2007,-31.95224,115.861397,25/04/2007,1:00:00,0.066666667,0.001111111,304,Western Australia
26/04/2003 21:00,melbourne (vic&#44 australia),unknown,au,light,15,appeared in one spot for 5 secs&#44 then went away fast My Mum and me could see  far away since it was a clear,27/04/2003,-37.813938,144.963425,26/04/2003,21:00:00,0.25,0.004166667,305,Victoria
26/04/2003 21:15,adelaide (south australia),unknown,au,fireball,5,we were standin on the driveway looked up and saw it come at a great speed hovered made a weird buzz sound shot off came back then went,9/05/2003,-34.928661,138.598633,26/04/2003,21:15:00,0.083333333,0.001388889,306,South Australia
28/04/1999 18:10,melbourne (vic&#44 australia),unknown,au,circle,60,Walking in the paddocks near the radio towers at night when in the distance above the mountain range I saw a large&#44 very bright&#44 white,24/05/1999,-37.813938,144.963425,28/04/1999,18:10:00,1,0.016666667,307,Victoria
28/04/2005 20:13,townsville (australia),unknown,au,disk,60,Circular saucer type craft with lights flashing in a rotatry circular fashion whilst driving in east Australia&#44 then it disappeared,11/05/2005,-19.26639,146.805695,28/04/2005,20:13:00,1,0.016666667,308,Queensland
29/04/2013 17:35,brisbane (australia),unknown,au,formation,20,Vanishing &#39V&#39 formation of 9 small bird like objects,15/05/2013,-27.47101,153.024292,29/04/2013,17:35:00,0.333333333,0.005555556,309,Queensland
30/04/2006 14:11,gold coast (australia),unknown,au,teardrop,36,UFO sighting while surfing.  ((NUFORC Note:  Report from student.  PD)),15/05/2006,-28.00029,153.430878,30/04/2006,14:11:00,0.6,0.01,310,Queensland
30/04/2014 4:40,brisbane (australia),unknown,au,light,10,Red light glide across the water at over 200 kilometers an hour (wasn&#39t in the air).,2/05/2014,-27.47101,153.024292,30/04/2014,4:40:00,0.166666667,0.002777778,311,Queensland
3/04/1993 16:30,mudgee (australia),unknown,au,other,0,Probable abduction of child in 1993 - Strange craft which appears to be remotely piloted,11/03/2003,-32.433333,149.583333,3/04/1993,16:30:00,0,0,312,New South Wales
3/04/1997 20:45,melbourne (vic&#44 australia),unknown,au,egg,10,At aprox. 20.45 I noticed 2 light emitting pinkish egg shaped objects n/w of my position. They were aprox 50 miles away travelling extr,7/03/1998,-37.813938,144.963425,3/04/1997,20:45:00,0.166666667,0.002777778,313,Victoria
4/04/2014 0:00,perth (australia),unknown,au,changing,7200,Red&#44 green&#44 flashing objects moving irriadically over ocean &amp;quot;playing tag&amp;quot; for several hours,11/04/2014,-31.95224,115.861397,4/04/2014,0:00:00,120,2,314,Western Australia
4/04/2014 23:00,perth (australia),unknown,au,circle,600,3 bright orange circular objects flying across sky.,11/04/2014,-31.95224,115.861397,4/04/2014,23:00:00,10,0.166666667,315,Western Australia
5/04/2005 0:00,northam (australia),unknown,au,disk,0,5 yellow glowing disk shaped objects flying north towards kalbarie makig a huming noice. i was scard.,16/12/2005,-31.649321,116.674232,5/04/2005,0:00:00,0,0,316,Western Australia
5/04/2005 0:00,northam (australia),unknown,au,disk,6,5 disk shaped objects flying north towards kalbarie&#44 it was the scaries thing i had ever seen&#44 it seemed to glow a yellowie greenish co,16/12/2005,-31.649321,116.674232,5/04/2005,0:00:00,0.1,0.001666667,317,Western Australia
6/04/2000 21:10,mackay (qld&#44 australia),unknown,au,flash,1300,Sky clear with little extremly high cloud Object sighting approx 30 mins white to gold un random light flashing movement slowly to very,15/04/2000,-21.15345,149.165543,6/04/2000,21:10:00,21.66666667,0.361111111,318,Queensland
7/04/2003 21:00,armidale (australia),unknown,au,light,600,8 rapidly moving lights over Armidale,22/02/2005,-30.50828,151.671234,7/04/2003,21:00:00,10,0.166666667,319,New South Wales
7/04/2004 23:13,cooma (australia),unknown,au,oval,180,Oval UFO&#39s Down Under,9/04/2004,-36.416667,145.066667,7/04/2004,23:13:00,3,0.05,320,Victoria
7/04/2006 2:30,melbourne (australia),unknown,au,disk,10,On Friday at about 2:30am I was standing out the front of my house having a cigg&#44 watching the sky as usual.... Then I see these to,15/05/2006,-37.813938,144.963425,7/04/2006,2:30:00,0.166666667,0.002777778,321,Victoria
7/04/2010 9:15,adelaide  (south australia),unknown,au,fireball,300,red orange flying blob,6/07/2010,-34.928661,138.598633,7/04/2010,9:15:00,5,0.083333333,322,South Australia
8/04/2002 3:30,adelaide (south australia),unknown,au,light,240,Yellow ball of light,15/10/2002,-34.928661,138.598633,8/04/2002,3:30:00,4,0.066666667,323,South Australia
8/04/2002 20:30,adelaide (south australia),unknown,au,light,600,6 Bright orange lights in pyramid formation heading NW to SE moving as fast as comets&#44 but as far away as stars,25/04/2002,-34.928661,138.598633,8/04/2002,20:30:00,10,0.166666667,324,South Australia
8/04/2002 22:00,wodonga  (australia),unknown,au,circle,480,three round bright lights in formation,8/04/2002,-36.121792,146.888092,8/04/2002,22:00:00,8,0.133333333,325,Victoria
9/04/2004 23:00,melbourne (vic&#44 australia),unknown,au,triangle,0,Shocking Triangle citing on the fields of our farm,27/04/2004,-37.813938,144.963425,9/04/2004,23:00:00,0,0,326,Victoria
9/04/2011 23:30,port douglas (australia),unknown,au,egg,7200,Multiple objects moving in an irregular fasion changing colour and direction at speed.,19/10/2011,-16.483829,145.467255,9/04/2011,23:30:00,120,2,327,Queensland
9/04/2013 16:14,logan (australia),unknown,au,other,20,Black object near a flock of birds&#44 looked like floating paper but was too big and then proceeded to move straighter and faster. Oval.,12/04/2013,-36.616667,143.466667,9/04/2013,16:14:00,0.333333333,0.005555556,328,Victoria
10/05/2008 8:00,perth (australia),unknown,au,circle,180,A black ball passes over us in perth&#44 Aus&#44 wa,12/06/2008,-31.95224,115.861397,10/05/2008,8:00:00,3,0.05,329,Western Australia
10/05/2008 10:00,brisbane (australia),unknown,au,other,60,Silver object with lights seen over state capital  city brisbane australia in broad daylight 10/05/08,12/06/2008,-27.47101,153.024292,10/05/2008,10:00:00,1,0.016666667,330,Queensland
11/05/2012 22:40,brisbane (australia),unknown,au,disk,30,BRISBANE object sighted 11 May 2012,13/05/2012,-27.47101,153.024292,11/05/2012,22:40:00,0.5,0.008333333,331,Queensland
1/05/2001 14:00,meekatharra (western australia),unknown,au,cone,600,Strange object spotted over regional Western Australia - May 2001,13/05/2003,-26.59524,118.493927,1/05/2001,14:00:00,10,0.166666667,332,Western Australia
1/05/2008 1:00,perth (western australia),unknown,au,circle,7200,4 circula obgects 2by2 doing circles fast no sound. powersurge&#44 sound went through me.  (NUFORC Note:  Advertising lights??  PD)),12/06/2008,-31.95224,115.861397,1/05/2008,1:00:00,120,2,333,Western Australia
12/05/2001 20:35,mount gambier  (australia),unknown,au,sphere,300,Two orange balls one large one small chaseing each other playing games.Small ball then disappeared into large ball then took off at ver,5/08/2001,-37.831799,140.77919,12/05/2001,20:35:00,5,0.083333333,334,South Australia
12/05/2004 2:00,brisbane (qld&#44 australia),unknown,au,light,4,quick flash of light that was unbearable,4/06/2004,-27.47101,153.024292,12/05/2004,2:00:00,0.066666667,0.001111111,335,Queensland
12/05/2004 23:00,sydney (nsw&#44 australia),unknown,au,light,345600,Infra red light photographs (invisible) taken over 4 days may 04 and I day january 05 in same location,24/05/2005,-33.861481,151.205475,12/05/2004,23:00:00,5760,96,336,New South Wales
12/05/2006 22:40,kalimna (australia),unknown,au,fireball,30,I was watching a movie late at night on TV when all the power and lights went off. I went outside and saw a green thing. I though it wa,30/10/2006,-37.883333,147.95,12/05/2006,22:40:00,0.5,0.008333333,337,Victoria
12/05/2007 19:00,australian capital territory (australia),unknown,au,triangle,0,((HOAX??))  triangular object with a dog looking life form inside.,4/03/2008,-35.5,149,12/05/2007,19:00:00,0,0,338,Australian Capital Territory
13/05/2001 22:00,dubbo (australia),unknown,au,fireball,600,it was the scariest thing i&#39d ever seen.,5/08/2001,-32.24295,148.604843,13/05/2001,22:00:00,10,0.166666667,339,New South Wales
13/05/2004 4:00,melbourne (vic&#44 australia),unknown,au,disk,900,disc type object sighted along the coast of melbourne&#44 AU south eastern area. 4 object&#44 similar size&#44 moving at a slow pace but quick.,4/06/2004,-37.813938,144.963425,13/05/2004,4:00:00,15,0.25,340,Victoria
13/05/2004 23:00,perth (western australia),unknown,au,cigar,0,lots of UFOs,4/06/2004,-31.95224,115.861397,13/05/2004,23:00:00,0,0,341,Western Australia
14/05/2001 5:30,wollongong (nsw&#44 australia),unknown,au,cigar,900,Bright Cigar object. Very high altitute on east.Traveling from north to south. Strong light was flashing from time to time. Time betwee,5/08/2001,-34.424,150.893448,14/05/2001,5:30:00,15,0.25,342,New South Wales
14/05/2001 14:00,hobart (tasmania&#44 australia),unknown,au,other,30,Plane without engine pods or sound flys overhead,5/08/2001,-42.883209,147.331665,14/05/2001,14:00:00,0.5,0.008333333,343,Tasmania
14/05/2004 22:30,melbourne (vic&#44 australia),unknown,au,light,240,Stationary light turns and moves away a high speed,4/06/2004,-37.813938,144.963425,14/05/2004,22:30:00,4,0.066666667,344,Victoria
15/05/2001 19:00,brisbane (qld&#44 australia),unknown,au,changing,3600,blinding lights very fast and changed shape,5/08/2001,-27.47101,153.024292,15/05/2001,19:00:00,60,1,345,Queensland
15/05/2005 20:20,perth (western australia),unknown,au,cone,0,Laying on my back gazing at the stars when i seen a light glinps in the sky shaped like a coon going towords earth lick this >,24/05/2005,-31.95224,115.861397,15/05/2005,20:20:00,0,0,346,Western Australia
15/05/2006 1:21,darwin (australia),unknown,au,unknown,2,UFO uses asteroid signiture for orbit entry,15/05/2006,-12.45722,130.836639,15/05/2006,1:21:00,0.033333333,0.000555556,347,Northern Territory
17/05/2006 0:00,perth (australia),unknown,au,light,7200,High altitude red lights moving too fast  to be any modern aircraft,27/08/2009,-31.95224,115.861397,17/05/2006,0:00:00,120,2,348,Western Australia
18/05/2011 22:45,wollongong (australia),unknown,au,circle,5,round object at approx passenger jet altitude&#44 dull appearance lit up a perfect round intense orange burn&#44 lasted approx half a second&#44,29/05/2011,-34.424,150.893448,18/05/2011,22:45:00,0.083333333,0.001388889,349,New South Wales
19/05/2001 0:12,stratford  (australia),unknown,au,triangle,180,a HUGE triangle with pods on yellow streams going down to the ground.,5/08/2001,-37.963402,147.082596,19/05/2001,0:12:00,3,0.05,350,Victoria
19/05/2007 20:30,melbourne (australia),unknown,au,oval,30,I caught myself gazing at a very luminous&#44 violet coloured&#44 oval shaped ball in the night sky,12/06/2007,-37.813938,144.963425,19/05/2007,20:30:00,0.5,0.008333333,351,Victoria
21/05/1992 20:34,melbourne (vic&#44 australia),unknown,au,other,720,It was fork shaped with 3 points. the tips were blue. three lights ran down each point. first red. then green&#44 then blue. as soon as we,28/01/1999,-37.813938,144.963425,21/05/1992,20:34:00,12,0.2,352,Victoria
21/05/2003 19:45,brisbane (qld&#44 australia),unknown,au,fireball,5,Myself and one other person witnessed a LARGE fireball with a bright incandescant core and a long flaming tail pass overhead in a NNE h,27/05/2003,-27.47101,153.024292,21/05/2003,19:45:00,0.083333333,0.001388889,353,Queensland
21/05/2006 16:00,central coast (australia),unknown,au,light,2,the shooting UFO,31/10/2008,-33.42979,151.371445,21/05/2006,16:00:00,0.033333333,0.000555556,354,New South Wales
2/05/2002 23:00,melbourne (vic&#44 australia),unknown,au,sphere,300,Three orange spheres in trangular formation came and went.,14/05/2002,-37.813938,144.963425,2/05/2002,23:00:00,5,0.083333333,355,Victoria
2/05/2003 6:35,sale (australia),unknown,au,light,6,I witnessed 2 objects 5 minutes apart moving at a 45 degree incline then do a right angle turn into another 45 degree incline&#44 the inte,16/07/2003,-38.11095,147.068024,2/05/2003,6:35:00,0.1,0.001666667,356,Victoria
2/05/2007 11:00,melbourne (australia),unknown,au,cigar,600,we were stargazing when a cigar shaped craft appeared.,7/08/2007,-37.813938,144.963425,2/05/2007,11:00:00,10,0.166666667,357,Victoria
22/05/2003 22:30,adelaide  (south australia),unknown,au,triangle,0,shinny&#44 brown like it was made of old metal&#44 sometimes it changed colour such as a light purple/blackand it had a very bright light&#33,1/09/2004,-34.928661,138.598633,22/05/2003,22:30:00,0,0,358,South Australia
22/05/2013 22:30,perth (australia),unknown,au,disk,3,2 saucer shaped objects speeding through the moonlit sky Perth Australia,2/06/2013,-31.95224,115.861397,22/05/2013,22:30:00,0.05,0.000833333,359,Western Australia
23/05/2001 9:45,tamborine (australia),unknown,au,circle,120,It was amazing to look at as I knew I was looking at something very unusual.,5/08/2001,-27.883333,153.133333,23/05/2001,9:45:00,2,0.033333333,360,Queensland
23/05/2003 20:00,melbourne (vic&#44 australia),unknown,au,disk,300,disk shaped object flashing colours very big&#44this report is true.,27/05/2003,-37.813938,144.963425,23/05/2003,20:00:00,5,0.083333333,361,Victoria
28/05/2003 18:55,perth (western australia),unknown,au,triangle,20,Triangle shape object,3/06/2003,-31.95224,115.861397,28/05/2003,18:55:00,0.333333333,0.005555556,362,Western Australia
31/05/2003 20:04,wollongong (nsw&#44 australia),unknown,au,egg,120,Orange egg/oval shaped space craft shrinking and glowing bright and then changing color to red and looked like it was comming back and,3/06/2003,-34.424,150.893448,31/05/2003,20:04:00,2,0.033333333,363,New South Wales
3/05/2001 10:51,brisbane (qld&#44 australia),unknown,au,other,10,Bright flash&#44 but not a blinding flash&#44 then it took off&#44 and that was it.  Real wierd.  No sound.,5/08/2001,-27.47101,153.024292,3/05/2001,10:51:00,0.166666667,0.002777778,364,Queensland
4/05/2002 18:00,albury (nsw&#44 australia),unknown,au,light,300,Large Orange Mars-like ball and small star-like object descend from sky in Albury&#44 NSW Australia.,14/05/2002,-36.07494,146.923935,4/05/2002,18:00:00,5,0.083333333,365,New South Wales
4/05/2005 22:30,townsville (australia),unknown,au,other,1500,Strange&#44 motionless&#44 flickering coloured lights over townsville australia.,11/05/2005,-19.26639,146.805695,4/05/2005,22:30:00,25,0.416666667,366,Queensland
4/05/2013 9:00,gladstone (australia),unknown,au,light,300,Bright orange light slows down and flashes slowly and disappears.,15/05/2013,-25.933333,114.25,4/05/2013,9:00:00,5,0.083333333,367,Western Australia
5/05/2000 23:45,sydney (nsw&#44 australia),unknown,au,egg,600,Strange circular object outside my home,20/12/2000,-33.861481,151.205475,5/05/2000,23:45:00,10,0.166666667,368,New South Wales
5/05/2006 22:30,canberra (australia),unknown,au,circle,900,My mum and I were driving home late on Saturday night 5/08/06. I noticed something up in the sky - there were 4 amber coloured round sh,30/10/2006,-35.27603,149.13435,5/05/2006,22:30:00,15,0.25,369,Australian Capital Territory
5/05/2008 1:00,melbourne (australia),unknown,au,formation,5,formation of white lights travelling fast.,12/06/2008,-37.813938,144.963425,5/05/2008,1:00:00,0.083333333,0.001388889,370,Victoria
5/05/2009 19:15,birdsville (australia),unknown,au,light,600,3 bright dimond shape lights hovering in the sky,12/12/2009,-25.9,139.366667,5/05/2009,19:15:00,10,0.166666667,371,Queensland
5/05/2012 19:00,perth (australia),unknown,au,other,60,Amazing photo of UFO in the night sky.,29/05/2012,-31.95224,115.861397,5/05/2012,19:00:00,1,0.016666667,372,Western Australia
6/05/2005 18:30,emerald (near) (qld&#44 australia),unknown,au,triangle,120,Seen a large black object in the sky with red lights at each point.,11/05/2005,-37.931671,145.440933,6/05/2005,18:30:00,2,0.033333333,373,Victoria
6/05/2013 0:10,hobart (australia),unknown,au,light,60,Strange orange light in Australia.,15/05/2013,-42.883209,147.331665,6/05/2013,0:10:00,1,0.016666667,374,Tasmania
7/05/1997 19:30,adelaide (south australia),unknown,au,triangle,5,first a dimond shape full of lights then travel right a v type object,2/04/1999,-34.928661,138.598633,7/05/1997,19:30:00,0.083333333,0.001388889,375,South Australia
7/05/2010 22:30,newcastle (australia),unknown,au,oval,30,Flashing disc over Kotara 2010,13/05/2012,-32.927792,151.784485,7/05/2010,22:30:00,0.5,0.008333333,376,New South Wales
